Brand,Description,Size,Class,ClassName,ClassCategoryNumber
30064,Chateau Gazin 2014,750mL,867,FRENCH-BORDEAUX,2
30065,Chateau Nenin 2014,750mL,867,FRENCH-BORDEAUX,2
30066,Chateau Rouget 2014,750mL,867,FRENCH-BORDEAUX,2
30253,Chateau Beauregard Pomerol,750mL,867,FRENCH-BORDEAUX,2
30281,Chateau La Pointe Pomerol,750mL,867,FRENCH-BORDEAUX,2
30300,Chateau Montveil Pomerol,750mL,867,FRENCH-BORDEAUX,2
30306,Chateau Rouget Pomerol,750mL,867,FRENCH-BORDEAUX,2
36059,Ch Clinet 10 Brdx,750mL,867,FRENCH-BORDEAUX,2
36060,Vieux Ch Certan 10 Red Brdx,750mL,867,FRENCH-BORDEAUX,2
36075,Ch L'Eglise Clinet 10,750mL,867,FRENCH-BORDEAUX,2
12536,La Garenne Entre Mer Wh,750mL,867,FRENCH-BORDEAUX,2
18714,Ch Bellevue Entre Deux Mers,750mL,867,FRENCH-BORDEAUX,2
21726,Ch Terte Launay Entre Mers B,750mL,867,FRENCH-BORDEAUX,2
24476,Les Pasquets Entre Deux Mers,750mL,867,FRENCH-BORDEAUX,2
25779,Ch Bonnet White Entre-Deux-,750mL,867,FRENCH-BORDEAUX,2
26025,Ch Cru Godard Cd Brdx Rouge,750mL,867,FRENCH-BORDEAUX,2
26647,Ch St Julien Brdx Sup Rouge,750mL,867,FRENCH-BORDEAUX,2
27159,Ch du Moulin Entre-Deux-Mers,750mL,867,FRENCH-BORDEAUX,2
38148,Ch Tour de Mirambeau Ent-D-M,750mL,867,FRENCH-BORDEAUX,2
17620,Ch Poyanne Cotes de Boug,750mL,867,FRENCH-BORDEAUX,2
18473,Ch Suau Cotes de Brdx 08,750mL,867,FRENCH-BORDEAUX,2
18475,Ch Suau Brdx Blanc,750mL,867,FRENCH-BORDEAUX,2
23151,Ch La Bouree Castillion Brdx,750mL,867,FRENCH-BORDEAUX,2
25258,Ch Maine d'Arman Cote Bourg,750mL,867,FRENCH-BORDEAUX,2
25535,Ch de Reynaud Cotes du Bourg,750mL,867,FRENCH-BORDEAUX,2
28116,Ch Chantemerle Blaye CdBrdx,750mL,867,FRENCH-BORDEAUX,2
29462,Chateau Grand Plantey Brdx15,750mL,867,FRENCH-BORDEAUX,2
29463,Chateau Laussac 15 Bordeaux,750mL,867,FRENCH-BORDEAUX,2
29464,Chateau Signoret 15 Bordeaux,750mL,867,FRENCH-BORDEAUX,2
30146,Ch Bel-Air Cadillac Brdx,750mL,867,FRENCH-BORDEAUX,2
30340,Ch Rouzerol Cotes De Castill,750mL,867,FRENCH-BORDEAUX,2
17652,Ch Mayne-Guyon Bordeaux Red,750mL,867,FRENCH-BORDEAUX,2
25841,Ch La Roseraie Brdx,750mL,867,FRENCH-BORDEAUX,2
21777,Ch La Rame Brdx Rouge,750mL,867,FRENCH-BORDEAUX,2
23286,Ch Pape Clement Bl Gr Cru 11,750mL,867,FRENCH-BORDEAUX,2
17640,Ch de la Riviere  Fronsac,750mL,867,FRENCH-BORDEAUX,2
19590,Haut-Carles Fronsac 10,750mL,867,FRENCH-BORDEAUX,2
19606,Ch Fontenil Fronsac 10,750mL,867,FRENCH-BORDEAUX,2
20043,Les Portes Brdx Fronsac,750mL,867,FRENCH-BORDEAUX,2
25211,Ch de Carles Brdx,750mL,867,FRENCH-BORDEAUX,2
26479,Ch Haut Lariveau Fronsac,750mL,867,FRENCH-BORDEAUX,2
28053,Chateau De La Dauphine Frons,750mL,867,FRENCH-BORDEAUX,2
28222,Chateau Siaurac Lalande Red,750mL,867,FRENCH-BORDEAUX,2
28228,Chateau De La Dauphine Frons,750mL,867,FRENCH-BORDEAUX,2
30003,Chateau Vrai Canon Bouche 14,750mL,867,FRENCH-BORDEAUX,2
28355,Ch Ducasse Bordeaux Blanc,750mL,867,FRENCH-BORDEAUX,2
33627,Ch Les Grnds Versennes Rouge,750mL,867,FRENCH-BORDEAUX,2
19822,Ch LaGrange 10 Brdx,750mL,867,FRENCH-BORDEAUX,2
19826,Ch Talbot 10 Brdx,750mL,867,FRENCH-BORDEAUX,2
19841,Ch Clos Fourtet 10 Brdx,750mL,867,FRENCH-BORDEAUX,2
28175,Chateau de Tertre'15 Red Bdx,750mL,867,FRENCH-BORDEAUX,2
28176,Chateau Haut Pourjac'15 Brdx,750mL,867,FRENCH-BORDEAUX,2
28177,Chateau Valfontaine-Red BRDX,750mL,867,FRENCH-BORDEAUX,2
28178,Chateau Reserve Prieure'15,750mL,867,FRENCH-BORDEAUX,2
28181,Chateau Du Bergun'15 RED BDX,750mL,867,FRENCH-BORDEAUX,2
28182,Chateau Les Millaux'15 Red B,750mL,867,FRENCH-BORDEAUX,2
28183,Chateau Haut Tuquet Red Brdx,750mL,867,FRENCH-BORDEAUX,2
28470,Descendance Bordeaux Superie,750mL,867,FRENCH-BORDEAUX,2
28491,Ch Mamin Bord Rouge,750mL,867,FRENCH-BORDEAUX,2
28796,Chateau Gloria St Julien 12,750mL,867,FRENCH-BORDEAUX,2
19788,Les Portes de Bordeaux,750mL,867,FRENCH-BORDEAUX,2
28488,Ch Lardiley Sweet Bord Semil,750mL,867,FRENCH-BORDEAUX,2
28489,Ch Lardiley Bord Blanc,750mL,867,FRENCH-BORDEAUX,2
28490,Ch Lardiley Rose Bord,750mL,867,FRENCH-BORDEAUX,2
29865,Lurton Rose Brdx,750mL,867,FRENCH-BORDEAUX,2
31164,Chateau de Cazenove Brdx Ros,750mL,867,FRENCH-BORDEAUX,2
23301,Dom Gramenon CdR Vie on y es,750mL,867,FRENCH-BORDEAUX,2
28216,Ch Lafite Monteil Bordeaux S,750mL,867,FRENCH-BORDEAUX,2
18590,Grand Moulin Cab Svgn,1.5L,867,FRENCH-BORDEAUX,2
29355,Cornarea Nebbiolo D'Alba DOC,750mL,867,FRENCH-BORDEAUX,2
31556,Chateau Bateau Bordeaux,750mL,867,FRENCH-BORDEAUX,2
31555,Chateau Gaudin Bordeaux,750mL,867,FRENCH-BORDEAUX,2
31504,Ch Lassegue St Em Grand Cru,750mL,867,FRENCH-BORDEAUX,2
31607,Les Coteaux Red Brdx Superie,750mL,867,FRENCH-BORDEAUX,2
31630,Chateau Nairac,750mL,867,FRENCH-BORDEAUX,2
31631,Caillou Blanc Chateau Talbot,750mL,867,FRENCH-BORDEAUX,2
31632,Chateau Marjosse Pierre Lurt,750mL,867,FRENCH-BORDEAUX,2
31633,Aile d'Argent,750mL,867,FRENCH-BORDEAUX,2
31634,Blanc de Lynch Bages,750mL,867,FRENCH-BORDEAUX,2
31635,Chateau Cos d'Estournel Blnc,750mL,867,FRENCH-BORDEAUX,2
31636,Pavillon Blanc du Ch Margaux,750mL,867,FRENCH-BORDEAUX,2
31637,Chateau Bolaire,750mL,867,FRENCH-BORDEAUX,2
31638,Chateau Vrai Canon Bouche,750mL,867,FRENCH-BORDEAUX,2
31639,Chateau D'Aiguilhe,750mL,867,FRENCH-BORDEAUX,2
31640,Chateau Joanin Becot,750mL,867,FRENCH-BORDEAUX,2
31641,Chateau Montlandrie,750mL,867,FRENCH-BORDEAUX,2
31642,Chateau Puygueraud,750mL,867,FRENCH-BORDEAUX,2
31643,Chateau Canon Pecresse,750mL,867,FRENCH-BORDEAUX,2
31644,Chateau Dalem,750mL,867,FRENCH-BORDEAUX,2
31645,Chateau De La Huste,750mL,867,FRENCH-BORDEAUX,2
31646,Chateau Belle-Vue,750mL,867,FRENCH-BORDEAUX,2
31647,Chateau Cambon La Pelouse,750mL,867,FRENCH-BORDEAUX,2
31648,Chateau Cantemerle,750mL,867,FRENCH-BORDEAUX,2
31649,Chateau Clement Pichon,750mL,867,FRENCH-BORDEAUX,2
31650,Chateau du Retout,750mL,867,FRENCH-BORDEAUX,2
31651,Chateau La Tour Carnet,750mL,867,FRENCH-BORDEAUX,2
31652,Chateau Lamothe-Bergeron,750mL,867,FRENCH-BORDEAUX,2
31653,Chateau Lanessan,750mL,867,FRENCH-BORDEAUX,2
31654,Chateau Malescasse,750mL,867,FRENCH-BORDEAUX,2
31655,Chateau Senejac,750mL,867,FRENCH-BORDEAUX,2
31656,Chateau Sociando-Mallet,750mL,867,FRENCH-BORDEAUX,2
31657,Chateau de Chambrun,750mL,867,FRENCH-BORDEAUX,2
31658,Chateau Haut-Chaigneau,750mL,867,FRENCH-BORDEAUX,2
31659,Chateau La Sergue,750mL,867,FRENCH-BORDEAUX,2
31660,La Fleur de Bouard,750mL,867,FRENCH-BORDEAUX,2
31661,Alter Ego De Palmer,750mL,867,FRENCH-BORDEAUX,2
31662,Chateau Brane-Cantenac,750mL,867,FRENCH-BORDEAUX,2
31663,Chateau Cantenac Brown,750mL,867,FRENCH-BORDEAUX,2
31664,Chateau Giscours,750mL,867,FRENCH-BORDEAUX,2
31665,Chateau Margaux,750mL,867,FRENCH-BORDEAUX,2
31666,Chateau Palmer,750mL,867,FRENCH-BORDEAUX,2
31667,Chateau Rauzan-Segla,750mL,867,FRENCH-BORDEAUX,2
31668,Chateau Siran,750mL,867,FRENCH-BORDEAUX,2
31669,La Sirene de Giscours,750mL,867,FRENCH-BORDEAUX,2
31670,Pavillon Rouge Du Ch Margaux,750mL,867,FRENCH-BORDEAUX,2
31671,Chateau Potensac Leoville,750mL,867,FRENCH-BORDEAUX,2
31672,Chateau Chasse-Spleen,750mL,867,FRENCH-BORDEAUX,2
31673,Carruades de Lafite Rothschi,750mL,867,FRENCH-BORDEAUX,2
31674,Chateau Clerc Milon,750mL,867,FRENCH-BORDEAUX,2
31675,Chateau Haut-Bages Liberal,750mL,867,FRENCH-BORDEAUX,2
31676,Chateau Lafite-Rothschild,750mL,867,FRENCH-BORDEAUX,2
31677,Chateau Lynch Bages,750mL,867,FRENCH-BORDEAUX,2
31678,Chateau Mouton Rothschild,750mL,867,FRENCH-BORDEAUX,2
31679,Chateau Pichon-Longueville B,750mL,867,FRENCH-BORDEAUX,2
31680,Ch Pichon-Longueville Comtes,750mL,867,FRENCH-BORDEAUX,2
31681,Chateau Pontet-Canet,750mL,867,FRENCH-BORDEAUX,2
31682,Le Petit Mouton de Mouton Ro,750mL,867,FRENCH-BORDEAUX,2
31683,Chateau Carbonnieux Blanc,750mL,867,FRENCH-BORDEAUX,2
31684,Chateau Couhins Rouge,750mL,867,FRENCH-BORDEAUX,2
31685,Chateau De Fieuzal Blanc,750mL,867,FRENCH-BORDEAUX,2
31686,Chateau de France Rouge,750mL,867,FRENCH-BORDEAUX,2
31687,Chateau Ferran,750mL,867,FRENCH-BORDEAUX,2
31688,Chateau Haut-Bailly,750mL,867,FRENCH-BORDEAUX,2
31689,Chateau Haut-Bergey,750mL,867,FRENCH-BORDEAUX,2
31690,Chateau Haut-Brion,750mL,867,FRENCH-BORDEAUX,2
31691,Ch La Mission Haut-Brio,750mL,867,FRENCH-BORDEAUX,2
31692,Chateau Larrivet Haut-Brion,750mL,867,FRENCH-BORDEAUX,2
31693,Ch Larrivet Haut-Brion Blanc,750mL,867,FRENCH-BORDEAUX,2
31694,Chateau Malartic Lagraviere,750mL,867,FRENCH-BORDEAUX,2
31695,Ch Malartic Lagraviere Blanc,750mL,867,FRENCH-BORDEAUX,2
31696,Chateau Pape Clement,750mL,867,FRENCH-BORDEAUX,2
31697,Chateau Smith Haut Lafitte,750mL,867,FRENCH-BORDEAUX,2
31698,Domaine De Chevalier,750mL,867,FRENCH-BORDEAUX,2
31699,Chapelle De La Mission Haut,750mL,867,FRENCH-BORDEAUX,2
31700,Clarte de Chateau Haut-Brion,750mL,867,FRENCH-BORDEAUX,2
31701,Le Clarence de Haut-Brion,750mL,867,FRENCH-BORDEAUX,2
31702,Chateau Clinet,750mL,867,FRENCH-BORDEAUX,2
31703,Chateau Eglise Clinet,750mL,867,FRENCH-BORDEAUX,2
31704,Chateau La Conseillante,750mL,867,FRENCH-BORDEAUX,2
31705,Chateau La Pointe,750mL,867,FRENCH-BORDEAUX,2
31706,Chateau Le Gay,750mL,867,FRENCH-BORDEAUX,2
31707,Chateau L'Evangile,750mL,867,FRENCH-BORDEAUX,2
31708,Chateau Nenin,750mL,867,FRENCH-BORDEAUX,2
31709,Clos du Clocher,750mL,867,FRENCH-BORDEAUX,2
31710,Chapelle d'Ausone,750mL,867,FRENCH-BORDEAUX,2
31711,Chateau Beau-Sejour Becot,750mL,867,FRENCH-BORDEAUX,2
31712,Chateau Canon,750mL,867,FRENCH-BORDEAUX,2
31713,Chateau Figeac,750mL,867,FRENCH-BORDEAUX,2
31714,Chateau Pavie,750mL,867,FRENCH-BORDEAUX,2
31715,Clos de Fourtet,750mL,867,FRENCH-BORDEAUX,2
31716,Carillon de l Angelus,750mL,867,FRENCH-BORDEAUX,2
31717,Chateau Angelus,750mL,867,FRENCH-BORDEAUX,2
31718,Chateau Ausone,750mL,867,FRENCH-BORDEAUX,2
31719,Chateau Barde-Haut,750mL,867,FRENCH-BORDEAUX,2
31720,Chateau Beausejour Duffau,750mL,867,FRENCH-BORDEAUX,2
31721,Chateau Bellevue Mondotte,750mL,867,FRENCH-BORDEAUX,2
31722,Chateau Fleur Cardinale,750mL,867,FRENCH-BORDEAUX,2
31723,Chateau Fombrauge,750mL,867,FRENCH-BORDEAUX,2
31724,Chateau Godeau,750mL,867,FRENCH-BORDEAUX,2
31725,Chateau Grand Corbin-Despagn,750mL,867,FRENCH-BORDEAUX,2
31726,Chateau La Clotte,750mL,867,FRENCH-BORDEAUX,2
31727,Chateau La Mondotte,750mL,867,FRENCH-BORDEAUX,2
31728,Chateau Montlabert,750mL,867,FRENCH-BORDEAUX,2
31729,Chateau Pavie Decesse,750mL,867,FRENCH-BORDEAUX,2
31730,Chateau Peby Faugeres,750mL,867,FRENCH-BORDEAUX,2
31731,Chateau Quinault L'Enclos,750mL,867,FRENCH-BORDEAUX,2
31732,Chateau Rol Valentin,750mL,867,FRENCH-BORDEAUX,2
31733,Chateau Teyssier,750mL,867,FRENCH-BORDEAUX,2
31734,Chateau Tour St Christophe,750mL,867,FRENCH-BORDEAUX,2
31735,Chateau Bellevue,750mL,867,FRENCH-BORDEAUX,2
31736,Chateau Canon-La-Gaffeliere,750mL,867,FRENCH-BORDEAUX,2
31737,Chateau Corbin,750mL,867,FRENCH-BORDEAUX,2
31738,Chateau Croix Cardinale,750mL,867,FRENCH-BORDEAUX,2
31739,Chateau Franc Mayne,750mL,867,FRENCH-BORDEAUX,2
31740,Chateau Grand Pontet,750mL,867,FRENCH-BORDEAUX,2
31741,Chateau La Couspaude,750mL,867,FRENCH-BORDEAUX,2
31742,Chateau Larcis Ducasse,750mL,867,FRENCH-BORDEAUX,2
31743,Chateau Pavie Macquin,750mL,867,FRENCH-BORDEAUX,2
31744,Chateau Soutard,750mL,867,FRENCH-BORDEAUX,2
31745,Chateau Calon Segur,750mL,867,FRENCH-BORDEAUX,2
31746,Chateau Lafon-Rochet,750mL,867,FRENCH-BORDEAUX,2
31747,Chateau Meyney,750mL,867,FRENCH-BORDEAUX,2
31748,Chateau Montrose,750mL,867,FRENCH-BORDEAUX,2
31749,Chateau Phelan Segur,750mL,867,FRENCH-BORDEAUX,2
31750,Les Pagodes de Cos d'Estourn,750mL,867,FRENCH-BORDEAUX,2
31751,Marquis de Calon Calon-Segur,750mL,867,FRENCH-BORDEAUX,2
31752,Chateau Beychevelle,750mL,867,FRENCH-BORDEAUX,2
31753,Chateau Gloria,750mL,867,FRENCH-BORDEAUX,2
31754,Chateau Gruaud Larose,750mL,867,FRENCH-BORDEAUX,2
31755,Chateau Lagrange,750mL,867,FRENCH-BORDEAUX,2
31756,Chateau Lalande,750mL,867,FRENCH-BORDEAUX,2
31757,Chateau Leoville Las Cases,750mL,867,FRENCH-BORDEAUX,2
31758,Chateau Talbot,750mL,867,FRENCH-BORDEAUX,2
31759,Les Fiefs de Lagrange,750mL,867,FRENCH-BORDEAUX,2
31760,Chateau Doisy-Vedrines,750mL,867,FRENCH-BORDEAUX,2
31761,Chateau Lafaurie-Peyraguey,750mL,867,FRENCH-BORDEAUX,2
31762,Chateau Lamothe Guignard,750mL,867,FRENCH-BORDEAUX,2
31763,Chateau Suduiraut,750mL,867,FRENCH-BORDEAUX,2
31950,Ch LaConseillante Brdx 2015,750mL,867,FRENCH-BORDEAUX,2
32041,Leo by Leo Brdx Superior PLT,750mL,867,FRENCH-BORDEAUX,2
31938,Ch de PEZ Brdx 2015,750mL,867,FRENCH-BORDEAUX,2
31939,Ch Haut Beausejour Brdx 2015,750mL,867,FRENCH-BORDEAUX,2
31946,Ch Cos d'Estournel Brdx 2015,750mL,867,FRENCH-BORDEAUX,2
31931,Ch Haut Bages Liberal Brdx15,750mL,867,FRENCH-BORDEAUX,2
31936,Ch Pedesclaux Brdx 2015,750mL,867,FRENCH-BORDEAUX,2
31940,Ch Mouton Rothschild 2015,750mL,867,FRENCH-BORDEAUX,2
31941,Ch Petit Mouton Roths Brdx15,750mL,867,FRENCH-BORDEAUX,2
31955,Ch Haut Batailley Brdx 2015,750mL,867,FRENCH-BORDEAUX,2
31956,Ch Pichon Longieville Baron,750mL,867,FRENCH-BORDEAUX,2
31927,Ch Beychevelle Brdx 2015,750mL,867,FRENCH-BORDEAUX,2
31932,Ch Clos du Marquis Brdx 2015,750mL,867,FRENCH-BORDEAUX,2
31943,Ch Leoville Las Cases Brdx15,750mL,867,FRENCH-BORDEAUX,2
31944,Ch Petit Lion Marquis Brdx15,750mL,867,FRENCH-BORDEAUX,2
31947,Ch Lalande Borie Brdx 2015,750mL,867,FRENCH-BORDEAUX,2
31951,Ch Ducru Beaucaillou Brdx 15,750mL,867,FRENCH-BORDEAUX,2
31928,Ch Kirwan Brdx 2015,750mL,867,FRENCH-BORDEAUX,2
31930,Ch du Tertre Brdx 2015,750mL,867,FRENCH-BORDEAUX,2
31934,Ch Boyd Cantenac Brdx 2015,750mL,867,FRENCH-BORDEAUX,2
31935,Ch Marquis de Terne Brdx 15,750mL,867,FRENCH-BORDEAUX,2
31937,Ch Prieure Lichine Brdx 2015,750mL,867,FRENCH-BORDEAUX,2
31942,Ch Troplong Mondot Brdx 2015,750mL,867,FRENCH-BORDEAUX,2
31929,Ch de Fieuzal Brdx 2015,750mL,867,FRENCH-BORDEAUX,2
31933,Ch Carmes de Rieussec Brdx15,750mL,867,FRENCH-BORDEAUX,2
31954,Ch Climens Brdx 2015,750mL,867,FRENCH-BORDEAUX,2
31945,Ch Angelus Brdx 2015,750mL,867,FRENCH-BORDEAUX,2
31948,Ch Cheval Blanc Brdx 2015,750mL,867,FRENCH-BORDEAUX,2
31949,Ch Figeac Brdx 2015,750mL,867,FRENCH-BORDEAUX,2
31952,Ch Pavie Decesse Brdx 2015,750mL,867,FRENCH-BORDEAUX,2
31953,Ch Pavie Brdx 2015,750mL,867,FRENCH-BORDEAUX,2
32022,Ch Le Dragon de Quintus 15 B,750mL,867,FRENCH-BORDEAUX,2
32051,Ch La Graviere White Brdx,750mL,867,FRENCH-BORDEAUX,2
32153,Ch Beauvillage Cru Bourgeois,750mL,867,FRENCH-BORDEAUX,2
32259,Ch Lalande Villeneuve Medoc,750mL,867,FRENCH-BORDEAUX,2
32261,Ch Les Ormes St Julien,750mL,867,FRENCH-BORDEAUX,2
32255,Ch Violette Moulis en Medoc,750mL,867,FRENCH-BORDEAUX,2
32260,Ch Lafon Listrac Medoc,750mL,867,FRENCH-BORDEAUX,2
32257,Ch Grand Tayac Marguax,750mL,867,FRENCH-BORDEAUX,2
32249,Ch de Portets Graves,750mL,867,FRENCH-BORDEAUX,2
32152,Ch Rocher Calon Montagn St E,750mL,867,FRENCH-BORDEAUX,2
32252,Ch Terre de Grand Brdx Super,750mL,867,FRENCH-BORDEAUX,2
32258,Ch La Fleur Montagne St Em,750mL,867,FRENCH-BORDEAUX,2
32262,Ch Moulin de Curat Puissegui,750mL,867,FRENCH-BORDEAUX,2
32264,Ch de Bechaud St Em Grand Cr,750mL,867,FRENCH-BORDEAUX,2
32265,Ch Haut Boutisse St Em Grand,750mL,867,FRENCH-BORDEAUX,2
32251,Ch Les Templiers Bergerac,750mL,867,FRENCH-BORDEAUX,2
32237,Chateau de Bonhoste Brdx,20L,867,FRENCH-BORDEAUX,2
27732,La Garenna Red Blend Blaye,750mL,867,FRENCH-BORDEAUX,2
32498,Sirech Le Bourdeaux Rouge 12,750mL,867,FRENCH-BORDEAUX,2
32412,Chateau Vignot 2012 Emilion,750mL,867,FRENCH-BORDEAUX,2
32413,Ch Vignot 2008 St Emilion,750mL,867,FRENCH-BORDEAUX,2
25024,Ch Malartic Lagraviere Rg Pe,750mL,867,FRENCH-BORDEAUX,2
32605,Ninety+Cellars Lot 161 Brdx,750mL,867,FRENCH-BORDEAUX,2
24810,Chateau Tour Seran Red Blend,750mL,867,FRENCH-BORDEAUX,2
25031,Ch Miqueu Haut-Medoc Cru Bou,750mL,867,FRENCH-BORDEAUX,2
25483,Ch Leboscq Medoc Cru Bourgeo,750mL,867,FRENCH-BORDEAUX,2
25025,Chateau La Tour Carnet Haut,750mL,867,FRENCH-BORDEAUX,2
25112,Ch Martin Cuvee La Peseille,750mL,867,FRENCH-BORDEAUX,2
25022,Chateau Haut Batailley 2015,750mL,867,FRENCH-BORDEAUX,2
25128,Chateau Richebon Pauillac,750mL,867,FRENCH-BORDEAUX,2
25023,Chateau Branaire Ducru Julie,750mL,867,FRENCH-BORDEAUX,2
25093,Chateau Gruaud Larose St Jul,750mL,867,FRENCH-BORDEAUX,2
25095,Chateau Talbot St Julien 15,750mL,867,FRENCH-BORDEAUX,2
26165,Ch Siran Marguax Brdx,750mL,867,FRENCH-BORDEAUX,2
25027,Chateau Bellefont Belcier 15,750mL,867,FRENCH-BORDEAUX,2
25028,Chateau Grand Mayne St Em 15,750mL,867,FRENCH-BORDEAUX,2
25494,Ch Condat St Em Grand Merlot,750mL,867,FRENCH-BORDEAUX,2
25495,Ch Forlouis Montagne Em Mrlt,750mL,867,FRENCH-BORDEAUX,2
26023,Ch Saintayme St Emilion,750mL,867,FRENCH-BORDEAUX,2
26393,Galius Saint-Emilion Grand,750mL,867,FRENCH-BORDEAUX,2
25110,Chateau Franc Maillet Cuvee,750mL,867,FRENCH-BORDEAUX,2
25144,Ch Tour Canon Lalande de Pom,750mL,867,FRENCH-BORDEAUX,2
26397,Gold Medal Winner 4 Btl Gift,750mL 4 Pk,867,FRENCH-BORDEAUX,2
32691,Chateau Le Plantier Red Brdx,750mL,867,FRENCH-BORDEAUX,2
32724,Ch Picon Cuvee Louis Brdx,750mL,867,FRENCH-BORDEAUX,2
32719,Ch Miqueu Haut Medoc Brdx,750mL,867,FRENCH-BORDEAUX,2
32720,Ch Plantey Pauillac Brdx,750mL,867,FRENCH-BORDEAUX,2
32718,Petit Lion du Marquis de las,750mL,867,FRENCH-BORDEAUX,2
32721,Aurore de Dauzac Margaux,750mL,867,FRENCH-BORDEAUX,2
32723,Ch Haut Pezat St Emi Grand,750mL,867,FRENCH-BORDEAUX,2
32722,Ch Les Grands Marechaux Blay,750mL,867,FRENCH-BORDEAUX,2
32772,Ch Les Grands Marechaux Blay,750mL,867,FRENCH-BORDEAUX,2
32744,Ch Dumas Cenot Bordeaux,750mL,867,FRENCH-BORDEAUX,2
32800,Ginestet 2 Pk Wood Gift Box,750mL 2 Pk,867,FRENCH-BORDEAUX,2
32797,Chateau Laffitte Carcasset,750mL,867,FRENCH-BORDEAUX,2
32871,Ch Gaudin Pauillac Bordeaux,750mL,867,FRENCH-BORDEAUX,2
32804,La Fleur de Ch Beauregard,750mL,867,FRENCH-BORDEAUX,2
90020,Ch Canon La Gaffeliere GC 15,750mL,867,FRENCH-BORDEAUX,2
32795,Chateau de Bertineau,750mL,867,FRENCH-BORDEAUX,2
32798,Chateau Lafleur Saint Jean,750mL,867,FRENCH-BORDEAUX,2
32870,Ch Baracan Cadillac CDB,750mL,867,FRENCH-BORDEAUX,2
33025,Chateau Rollan de By Medoc,750mL,867,FRENCH-BORDEAUX,2
33023,Ch Greysac Bordeaux Blanc,750mL,867,FRENCH-BORDEAUX,2
33328,Ch Fontoy Entre Deux Mers,750mL,867,FRENCH-BORDEAUX,2
33454,Ch Lajarre Eleanore Brdx,750mL,867,FRENCH-BORDEAUX,2
90003,Ch Haut Bages Liberal Brdx15,750mL,867,FRENCH-BORDEAUX,2
33457,Clos de Lunes D'Argent Bdrx,750mL,867,FRENCH-BORDEAUX,2
33542,Chateau Les Tours de Bayard,750mL,867,FRENCH-BORDEAUX,2
90002,Ch Barde-Haut Saint Emilion,750mL,867,FRENCH-BORDEAUX,2
33736,Chateau Potensac Medoc 2016,750mL,867,FRENCH-BORDEAUX,2
33739,Ch La Tour Carnet Haut-Medoc,750mL,867,FRENCH-BORDEAUX,2
33747,Ch Cantemerle Haut-Medoc '16,750mL,867,FRENCH-BORDEAUX,2
33737,Ch Les Pagodes de Cos '16,750mL,867,FRENCH-BORDEAUX,2
33743,Ch Capbern St Estephe '16,750mL,867,FRENCH-BORDEAUX,2
33750,Ch Lilian Ladouys St-Estephe,750mL,867,FRENCH-BORDEAUX,2
33751,Ch Meyney St-Estephe '16,750mL,867,FRENCH-BORDEAUX,2
33752,Ch Ormes de Pez St Estephe ',750mL,867,FRENCH-BORDEAUX,2
33744,Ch d'Armailhac Pauillac 5eme,750mL,867,FRENCH-BORDEAUX,2
33748,Ch Clerc Milon Pauillac '16,750mL,867,FRENCH-BORDEAUX,2
33746,Ch Branaire Ducru St-Julien,750mL,867,FRENCH-BORDEAUX,2
92342,Chateau Gloria Saint-Julien,750mL,867,FRENCH-BORDEAUX,2
33740,Chateau Fourcas Dupre 2016,750mL,867,FRENCH-BORDEAUX,2
33749,Ch Fourcas Hosten Listrac Me,750mL,867,FRENCH-BORDEAUX,2
33732,Ch Prieure Lichine Margaux,750mL,867,FRENCH-BORDEAUX,2
33745,Alter Ego de Palmer Margaux,750mL,867,FRENCH-BORDEAUX,2
33753,Chateau Siran Margaux 2016,750mL,867,FRENCH-BORDEAUX,2
33738,Ch Lafaurie Peyraguey Sauter,750mL,867,FRENCH-BORDEAUX,2
33741,Ch Fombrauge Saint-Emilion G,750mL,867,FRENCH-BORDEAUX,2
33554,Ch La Brande Castillon Cotes,750mL,867,FRENCH-BORDEAUX,2
33742,Ch Cos d'Estournel Blanc '16,750mL,867,FRENCH-BORDEAUX,2
33759,Andriano Lagrein,750mL,867,FRENCH-BORDEAUX,2
33760,Terra Costantino Etna Rosso,750mL,867,FRENCH-BORDEAUX,2
33779,Domaine du Bouscat Cuvee Cad,750mL,867,FRENCH-BORDEAUX,2
34027,Ch Bolaire Bordeaux Superior,750mL,867,FRENCH-BORDEAUX,2
34037,Ch Croix Mouton Brdx Superio,750mL,867,FRENCH-BORDEAUX,2
34038,Ch d'Aiguilhe Castillon Cote,750mL,867,FRENCH-BORDEAUX,2
34065,Ch La Prade Cotes de Bordeau,750mL,867,FRENCH-BORDEAUX,2
34081,Ch Les Charmes-Godart Blanc,750mL,867,FRENCH-BORDEAUX,2
34093,Ch Montlandrie Castillon Cot,750mL,867,FRENCH-BORDEAUX,2
34103,Ch Puygueraud Cotes de Borde,750mL,867,FRENCH-BORDEAUX,2
34104,Ch Reaut Cotes de Bordeaux,750mL,867,FRENCH-BORDEAUX,2
34109,Ch Veyry Cotes de Castillion,750mL,867,FRENCH-BORDEAUX,2
34043,Chateau D' Escurac Medoc,750mL,867,FRENCH-BORDEAUX,2
34085,Ch Les Grands Chenes Medoc,750mL,867,FRENCH-BORDEAUX,2
34026,Ch Belle-Vue Haut-Medoc,750mL,867,FRENCH-BORDEAUX,2
34029,Ch Cambon La Pelouse Haut-Me,750mL,867,FRENCH-BORDEAUX,2
34033,Ch Charmail Haut-Medoc,750mL,867,FRENCH-BORDEAUX,2
